Facility,Date,Actual_Departures,Actual_Arrivals,Departure_Cancellations,Arrival_Cancellations,Departure_Diversions,Actual_Diversions,On_Time_Arrivals,Perc_On_Time_Gate_Deps,Perc_On_Time_Gate_Arrs,Avg_Gate_Departure,Avg_Gate_Arrival,Avg_Block_Delay,Avg_Taxi_Out_Time,Avg_Taxi_In_Time,Delayed_Arrivals,Avg_Delay_per_Delayed
BWI,17-Jul,9100,9123,126,118,34,19,6987,73.16,76.59,16.82,15.12,2.5,15.07,6.96,2136,59.2
BWI,17-Aug,8784,8759,254,262,19,36,6837,74.59,78.06,16.4,13.57,3.17,14.6,7.35,1922,56.31
BWI,17-Sep,7933,7941,284,285,16,6,7081,86.94,89.17,7.59,6.74,1.27,13.23,5.06,860,54.4
BWI,17-Oct,8524,8530,31,29,7,5,7618,87.65,89.31,6.78,6.01,0.99,13.51,4.98,912,47.65
BWI,17-Nov,8455,8449,16,20,7,2,7768,88.26,91.94,6.49,4.77,0.83,13.34,4.86,681,48.71
BWI,17-Dec,8413,8415,100,108,10,2,7002,77.3,83.21,12.35,9.64,1.67,15,5.3,1413,51.26
BWI,18-Jan,8342,8333,203,220,17,7,7158,81.23,85.9,11.29,9.09,1.82,15.51,5.26,1175,57.05
BWI,18-Feb,7353,7357,98,109,22,5,6440,84.78,87.54,9.46,8.05,1.34,14.72,5.4,917,57.57
BWI,18-Mar,8555,8561,475,469,8,13,7426,82.49,86.74,10.07,7.59,1.53,14.9,4.99,1135,48.79
BWI,18-Apr,9070,9083,69,76,20,1,7666,79.7,84.4,12.09,9.58,1.57,13.67,5.19,1417,54.74
BWI,18-May,9289,9258,243,250,24,49,7303,75.78,78.88,16.99,14.67,3.41,14.62,5.35,1955,64.23
BWI,18-Jun,9335,9312,229,230,17,38,7349,74.9,78.92,16.82,13.79,2.91,14.83,5.64,1963,60.07
BWI,18-Jul,9401,9383,421,402,21,59,6840,68.57,72.9,21.28,17.64,4.18,14.84,6.09,2543,60.91
BWI,18-Aug,9068,9056,354,363,24,27,6975,74.69,77.02,17.05,15.76,3.05,15.2,5.71,2081,63.6
BWI,18-Sep,8485,8444,118,128,10,39,7273,84.69,86.13,10.32,9.06,2.88,14.3,5.32,1171,58.53
BWI,18-Oct,8878,8888,36,31,10,2,7882,87.19,88.68,7.81,6.78,1.35,13.67,5.09,1006,52.83
BWI,18-Nov,8632,8612,119,120,8,25,7312,81.85,84.9,12.63,9.35,2.35,14.16,5.54,1300,55.19
BWI,18-Dec,8637,8600,62,68,9,41,7047,74.75,81.94,15.4,10.3,2.32,13.61,5.69,1553,51.18
BWI,19-Jan,7528,7529,310,315,15,5,6497,82.92,86.29,10.45,8.05,1.8,14.87,5.28,1032,51.68
BWI,19-Feb,6618,6609,347,367,19,8,5462,77.73,82.64,15.65,11.33,1.67,15.52,5.51,1147,60.09
Sub-Total for BWI,,1585799,1586198,24064,23102,2840,3318,1299624,78.93,81.93,12.45,10.94,2.49,13.23,5.64,286574,53.59
CLT,3-Jun,8586,8583,69,73,15,14,7021,83.46,81.8,9.16,9.3,5.05,18.35,5.33,1562,42.17
CLT,3-Jul,8782,8778,159,163,23,24,6883,79.37,78.41,12.57,12.38,6.08,18.03,5.73,1895,49.88
CLT,3-Aug,8748,8723,169,189,28,36,6841,79.32,78.42,12.92,12.31,6.25,18.03,5.85,1882,49.74
CLT,3-Sep,8341,8328,129,145,5,1,7399,89.82,88.84,5.73,5.89,4.23,17.74,4.91,929,41.69
CLT,3-Oct,9063,9060,48,54,4,2,8210,92.52,90.62,4.26,4.65,3.55,17.09,5.1,850,34.61
CLT,3-Nov,8614,8616,73,77,10,3,7689,91.01,89.24,5.31,5.47,3.11,16.88,5.11,927,39.11
CLT,3-Dec,8879,8875,121,134,13,1,7468,86.67,84.15,7.17,7.88,3.56,17.08,4.99,1407,40.63
CLT,4-Jan,8862,8862,227,221,6,16,7450,85.33,84.07,8.18,8.21,3.64,17.45,5.23,1412,43.56
CLT,4-Feb,8309,8319,180,167,7,9,7075,84.99,85.05,8.31,7.5,3.69,18.26,4.92,1244,41.8
CLT,4-Mar,9058,9056,72,81,9,2,7982,87.61,88.14,7.01,5.98,2.75,16.34,4.92,1074,40.05
CLT,4-Apr,8819,8804,32,42,3,7,7699,87.3,87.45,7.23,6.33,3.11,15.98,4.87,1105,40.85
CLT,4-May,8756,8770,75,80,28,7,7479,84.74,85.28,9.46,8.43,3.73,15.85,5.19,1291,49.8
CLT,4-Jun,8555,8540,74,77,31,37,6816,78.83,79.81,12.52,12.04,4.54,16.94,5.57,1724,53.33
CLT,4-Jul,8655,8657,100,104,23,10,7190,81.33,83.05,11.61,10.67,3.16,15.8,5.12,1467,55.99
CLT,4-Aug,8664,8653,143,156,18,13,7259,82.86,83.89,10.58,9.81,2.99,15.77,4.89,1394,53.97
CLT,4-Sep,8422,8400,294,314,9,1,7457,88.47,88.77,6.54,6.1,3.21,16.11,4.42,943,42.39
CLT,4-Oct,9320,9305,63,77,12,15,8122,88.41,87.29,6.35,6.18,2.91,16.35,5.06,1183,36.82
CLT,4-Nov,9125,9128,58,69,15,7,7625,83.36,83.53,8.64,8.29,3.45,16.57,4.96,1503,40.34
CLT,4-Dec,9420,9427,201,205,17,8,7321,78.67,77.66,11.6,11.8,3.69,15.91,5.55,2106,45.6
CLT,5-Jan,9176,9144,280,307,21,21,7376,81.4,80.66,10.47,10.54,3.39,16.6,4.88,1768,46.8
CLT,5-Feb,9019,9012,89,100,12,4,7468,81.1,82.87,9.68,8.79,3.41,16.44,5.29,1544,42.78
CLT,5-Mar,10187,10169,147,168,10,3,8007,75.45,78.74,13.07,11.2,3.68,16.88,5.6,2162,45.02
CLT,5-Apr,9843,9833,97,119,16,15,8347,85.08,84.89,8.2,7.78,3.68,16.99,5.48,1486,40.91
CLT,5-May,10143,10178,113,120,27,7,8664,86.55,85.12,7.53,7.53,3.92,17.93,5.3,1514,40.73
CLT,5-Jun,9846,9835,198,212,26,48,7627,76.16,77.55,14.95,13.49,4.62,17.85,5.88,2208,53.47
CLT,5-Jul,10021,9979,180,195,24,25,7276,72.35,72.91,16.93,16.64,5.14,17.75,5.95,2703,56.08
CLT,5-Aug,9974,9977,198,191,20,24,8053,80.6,80.72,11.27,10.9,4.14,18.06,5.7,1924,49.02
CLT,5-Sep,9008,9005,143,153,6,6,7984,90.41,88.66,5.15,6.17,3.2,18.05,4.86,1021,42.76
CLT,5-Oct,9075,9068,134,152,9,2,7611,85.53,83.93,7.83,8.02,3.59,18.09,4.9,1457,40.36
CLT,5-Nov,8398,8408,50,55,12,3,7015,85.2,83.43,8.22,8.44,3.87,17.62,5.38,1393,41.67
CLT,5-Dec,7909,7899,86,109,13,7,6048,80.3,76.57,10.45,11.8,4.8,17.59,5.35,1851,43.33
CLT,6-Jan,9857,9842,163,186,22,19,7980,82.2,81.08,9.82,10.14,4.01,17.52,6,1862,45.91
CLT,6-Feb,8680,8668,135,160,17,2,7204,83.82,83.11,8.69,8.45,3.04,17.48,5.74,1464,40.95
CLT,6-Mar,9864,9867,72,82,17,3,8237,82.85,83.48,9.28,8.7,3.2,18.38,5.66,1630,43.02
CLT,6-Apr,9445,9422,126,134,11,28,7560,79.02,80.24,11.33,10.27,3.77,18.59,5.91,1862,44.34
CLT,6-May,9660,9644,94,108,25,28,7763,80.79,80.5,10.74,11.06,3.58,18.45,5.62,1881,48.82
CLT,6-Jun,9124,9108,212,229,34,29,6550,71,71.91,18.69,17.91,4.92,18.57,6.65,2558,58.13
CLT,6-Jul,9543,9551,150,161,38,17,7063,74.23,73.95,16.21,16.02,4.72,18.3,6.1,2488,55.24
CLT,6-Aug,9678,9660,144,151,28,44,7304,76.23,75.61,13.79,14.09,4.72,19.46,6.14,2356,50.96
CLT,6-Sep,9616,9635,113,128,26,4,7433,82.29,77.15,10.14,12.2,4.97,19.3,5.8,2202,46.71
CLT,6-Oct,10209,10217,118,132,27,3,7571,78.87,74.1,11.76,13.34,5.48,20.22,5.84,2646,44.59
CLT,6-Nov,9851,9846,85,98,15,7,7398,77.82,75.14,12.03,12.57,5.62,20.07,6.02,2448,43.2
CLT,6-Dec,10076,10068,157,173,23,20,7334,73.35,72.84,14.73,14.48,5.15,18.73,6.34,2734,47.14
CLT,7-Jan,10221,10217,166,160,15,22,7530,76.94,73.7,12.15,12.97,5.61,19.87,5.97,2687,42.76
CLT,7-Feb,8979,8968,355,380,29,14,5892,68.28,65.7,17.6,19.27,5.61,18.75,5.93,3076,50.92
CLT,7-Mar,10292,10282,231,265,32,10,6377,58.46,62.02,22.25,19.9,5.2,19.35,6.34,3905,47.2
CLT,7-Apr,10205,10189,100,129,21,9,7024,67.16,68.94,17.48,15.87,5.61,19.52,6.46,3165,44.93
CLT,7-May,10906,10913,118,130,21,3,7873,72.96,72.14,13.67,13.72,5.82,19.43,6.57,3040,42.22
CLT,7-Jun,10349,10357,322,338,41,17,6683,63.66,64.53,22.65,21.98,6.34,20.5,7.25,3674,56.86
CLT,7-Jul,10731,10712,217,253,39,18,7600,70.74,70.95,18.11,17.06,5.81,19.34,7.37,3112,53.04
CLT,7-Aug,10764,10786,185,189,33,12,7990,72.71,74.08,17.15,14.62,5.11,19.62,7.07,2796,49.95
CLT,7-Sep,10184,10170,54,77,12,1,8640,85.94,84.96,7.95,7.85,3.69,19.24,6.22,1530,42.89
CLT,7-Oct,10889,10870,90,115,13,7,8630,81.02,79.39,10.83,10.97,4.66,20.63,6.5,2240,45.86
CLT,7-Nov,10618,10614,88,106,14,2,8673,82.84,81.71,9.74,9.35,3.96,20.73,6.68,1941,42.96
CLT,7-Dec,10527,10516,244,264,18,16,7732,75.2,73.53,14.63,14.72,5.53,18.97,7,2784,49.97
CLT,8-Jan,10472,10431,260,290,20,24,8026,78.48,76.94,12.24,12.48,5.01,19.64,6.48,2405,47.59
CLT,8-Feb,9634,9622,340,363,21,11,7342,77.96,76.3,13.7,13.66,4.92,18.83,6.6,2280,52.12
CLT,8-Mar,10380,10355,187,216,26,23,7969,78.31,76.96,13.67,12.91,4.88,19.23,6.69,2386,50.3
CLT,8-Apr,10345,10328,158,175,19,14,8287,80.82,80.24,11.4,10.88,4.78,20.6,6.6,2041,47.62
CLT,8-May,10893,10877,94,111,9,8,9179,85.02,84.39,9.44,9.05,3.84,19.46,6.61,1698,50.09
CLT,8-Jun,10383,10348,216,230,43,55,7987,76.35,77.18,16.64,14.38,5.01,21.77,7.46,2361,57.37
CLT,8-Jul,10634,10577,157,162,26,82,8054,75.34,76.15,17.14,15.3,5.11,23.41,7.47,2523,58.83
CLT,8-Aug,10376,10397,192,214,34,5,8273,80.31,79.57,12.43,11.76,4.38,23.13,7.01,2124,51.23
CLT,8-Sep,10198,10180,123,135,12,6,8545,86.65,83.94,7.7,8.06,4.17,20.73,6.35,1635,41.68
CLT,8-Oct,10719,10715,37,52,20,3,9225,89.06,86.09,6.09,6.69,3.89,21.05,6.41,1490,38.19
CLT,8-Nov,9797,9787,56,78,15,3,8228,86.54,84.07,7.36,7.76,4.56,22.08,6.53,1559,39.64
CLT,8-Dec,9951,9932,166,201,32,20,7510,79,75.61,13.55,13.74,5.59,20.71,6.9,2422,50.1
CLT,9-Jan,9740,9718,134,152,16,25,7591,81.93,78.11,10.87,11.75,5.92,20.9,6.72,2127,46.82
CLT,9-Feb,8884,8874,51,69,13,5,7507,87.67,84.6,7.84,8.04,4.58,20.88,6.61,1367,42.84
CLT,9-Mar,9746,9713,208,223,17,31,7667,81.37,78.94,11.81,11.63,6.06,22.29,6.78,2046,47.7
CLT,9-Apr,9495,9483,67,88,24,13,7795,84.2,82.2,10.39,10.19,5.07,21.02,6.73,1688,48.77
CLT,9-May,9907,9895,56,65,15,17,7628,81.26,77.09,11.45,12.38,6.59,21.98,7.02,2267,46.96
CLT,9-Jun,9847,9871,69,79,39,6,7942,81.08,80.46,12.04,11.48,5.02,21.11,6.98,1929,51.59
CLT,9-Jul,10048,10072,83,86,39,14,8136,80.55,80.78,12.24,10.81,5.04,20.97,7.09,1936,49.06
CLT,9-Aug,9876,9874,125,138,27,13,7755,81.3,78.54,11.52,12.18,5.45,20.74,7.12,2119,50.82
CLT,9-Sep,9310,9299,26,38,11,10,8125,90.59,87.37,5.61,6.44,4.1,20.63,6.38,1174,41.09
CLT,9-Oct,9957,9936,46,67,17,15,8248,84.93,83.01,8.86,8.84,4.59,21.24,6.35,1688,43.74
CLT,9-Nov,9518,9496,29,44,6,8,8228,88.42,86.65,6.82,6.75,3.94,21.24,6.39,1268,40.97
CLT,9-Dec,9592,9584,255,282,30,8,7287,78.77,76.03,12.57,13.22,5.39,21.57,6.63,2297,48.92
CLT,10-Jan,9505,9535,324,326,22,4,7721,82.54,80.98,10.25,10.11,4.47,20.89,7.18,1814,46.08
CLT,10-Feb,8471,8464,395,414,12,3,6878,82.27,81.26,10.28,10.32,4.44,20.79,7.33,1586,47.28
CLT,10-Mar,9776,9764,135,146,15,23,8128,82.18,83.24,11.19,9.64,4.34,19.33,7.58,1636,49.72
CLT,10-Apr,9695,9692,31,42,15,12,8734,89.14,90.12,6.6,5.59,2.74,17.88,7.45,958,46.59
CLT,10-May,10262,10264,63,72,24,16,8648,85.14,84.26,9.4,9.16,4.55,19.47,7.8,1616,50
CLT,10-Jun,10356,10353,87,99,24,17,8578,81.46,82.86,11.93,10.33,4.22,19.29,8.18,1775,52.69
CLT,10-Jul,10664,10646,96,117,37,37,8599,80.02,80.77,13.08,12.36,5.08,19.09,7.98,2047,57.67
CLT,10-Aug,10922,10881,93,113,20,39,9179,83.94,84.36,10.2,9.18,4.23,19.19,7.91,1702,50.52
CLT,10-Sep,10691,10681,46,66,21,10,9322,88.42,87.28,6.7,6.68,3.75,18.61,7.82,1359,42.77
CLT,10-Oct,11324,11314,55,66,7,4,9867,88.6,87.21,6.93,6.91,3.49,18.76,7.83,1447,43.95
CLT,10-Nov,11095,11092,47,57,8,2,9726,89.54,87.68,5.77,6.22,3.55,19.16,8.18,1366,39.47
CLT,10-Dec,10877,10852,244,272,12,8,8689,80.45,80.07,11.89,11.56,4.48,19.92,8.83,2163,50.56
CLT,11-Jan,10232,10210,727,741,9,22,8438,85,82.64,8.81,10.1,4.43,18.94,8.81,1772,50.01
CLT,11-Feb,9766,9723,204,245,15,15,8101,84.71,83.32,9.09,9.5,4.74,18.45,8.63,1622,48.51
CLT,11-Mar,11060,11036,74,101,15,14,9131,83.9,82.74,9.22,9.16,4.65,18.95,8.68,1905,44.34
CLT,11-Apr,10419,10379,125,149,28,44,8090,79.52,77.95,13.32,12.3,6.09,19.85,9.13,2289,48.4
CLT,11-May,10838,10829,139,171,42,24,8207,77.27,75.79,14.68,13.78,5.67,20.31,9.58,2622,49.88
CLT,11-Jun,10640,10588,224,243,29,62,7817,72.86,73.83,18.58,16.03,6.84,20.57,10.16,2771,55.43
CLT,11-Jul,10902,10857,203,221,24,49,8202,74.67,75.55,17.46,15.38,6.05,20.08,9.97,2655,56.6
CLT,11-Aug,10600,10590,309,327,32,26,8149,77.27,76.95,14.77,14.06,5.29,21.08,9.08,2441,54.67
CLT,11-Sep,10129,10087,83,111,13,23,8083,82.01,80.13,10.42,10.36,5.3,22.05,8.32,2004,44.96
CLT,11-Oct,10748,10746,48,59,10,4,9291,88.47,86.46,6.62,6.65,3.47,20.87,7.69,1455,39.56
CLT,11-Nov,10181,10165,50,69,13,4,9059,89.42,89.12,5.98,5.63,2.59,18.86,8.36,1106,40.94
CLT,11-Dec,10733,10710,44,68,12,3,9563,89.39,89.29,6.19,5.99,2.63,17.92,8.53,1147,46.34
CLT,12-Jan,10967,10944,78,107,10,9,9631,88.16,88,6.75,6.56,3.18,17.84,8.34,1313,45.61
CLT,12-Feb,10633,10633,26,37,14,6,9572,90.43,90.02,5.6,5.76,2.6,18.27,8.22,1061,47.84
CLT,12-Mar,11786,11749,52,81,11,23,10239,87.83,87.15,7.61,7.45,3.55,18.27,8.68,1510,49.26
CLT,12-Apr,11469,11461,49,67,15,4,10394,90.67,90.69,5.45,5.18,2.54,18.25,8.55,1067,45.06
CLT,12-May,11999,11981,64,86,25,26,10307,86.28,86.03,8.4,7.99,3.8,19.05,8.63,1674,49.21
CLT,12-Jun,11402,11389,81,118,22,4,10017,87.66,87.95,7.81,7.48,2.69,18.08,8.56,1372,53.37
CLT,12-Jul,11155,11123,100,107,24,43,8991,80.42,80.83,12.96,11.99,4.96,19.55,9.1,2132,56.34
CLT,12-Aug,11251,11236,109,129,23,18,9447,84.49,84.08,10.25,9.45,3.83,19,8.86,1789,52.02
CLT,12-Sep,10755,10750,53,61,16,11,9405,87.19,87.49,7.53,7.09,3.43,19.52,8.65,1345,48.4
CLT,12-Oct,11216,11177,311,332,9,21,9832,88.95,87.97,6.49,6.56,3.07,18.33,8.26,1345,45.09
CLT,12-Nov,11006,10982,86,112,12,2,9878,90.29,89.95,5.99,5.7,2.64,18.81,8.23,1104,44.06
CLT,12-Dec,11015,10998,88,105,13,7,9462,87.19,86.03,7.67,7.71,3.38,18.31,8.42,1536,45.97
CLT,13-Jan,11305,11269,119,160,9,8,9472,86.22,84.05,8.5,9.41,4.17,19.27,8.39,1797,50.5
CLT,13-Feb,10383,10377,181,196,17,7,8526,85.77,82.16,8.93,10.21,4.58,19.52,8.82,1851,49.67
CLT,13-Mar,11893,11878,134,155,9,7,10141,85.46,85.38,8.99,8.46,3.67,18.95,8.46,1737,48.8
CLT,13-Apr,11898,11891,113,139,26,12,9847,83.52,82.81,11.11,10.34,4.19,18.85,8.61,2044,52.58
CLT,13-May,12586,12588,91,118,31,5,10585,84.05,84.09,10.07,9.43,3.47,18.87,8.88,2003,50.78
CLT,13-Jun,12221,12209,217,224,46,53,9101,73.59,74.54,19.18,17.52,6.14,20.21,9.6,3108,63.34
CLT,13-Jul,13128,13109,213,239,29,22,9560,73.45,72.93,17.03,16.33,6.32,20.12,9.64,3549,54.5
CLT,13-Aug,13068,13061,100,122,32,12,10583,82.44,81.03,10.42,10.4,4.33,19.95,9.27,2478,46.58
CLT,13-Sep,12131,12119,90,116,13,6,10631,88.31,87.72,7.05,6.96,3.32,19.6,8.97,1488,46.23
CLT,13-Oct,13195,13173,115,136,11,8,11387,87.41,86.44,7.87,7.41,3.43,19.56,8.86,1786,44.94
CLT,13-Nov,12332,12321,144,158,14,12,10366,84.11,84.13,9.66,9.07,3.68,20.18,9.09,1955,48.69
CLT,13-Dec,12644,12625,184,205,23,7,9759,79.25,77.3,12.09,12.68,4.84,19.16,9.07,2866,48.91
CLT,14-Jan,9352,9333,401,428,15,16,7367,79.74,78.93,12.42,12.81,4.42,18.26,8.55,1966,53.93
CLT,14-Feb,8035,7999,802,809,6,39,6360,80.73,79.51,11.7,12.08,4,19.49,8.45,1639,52.3
CLT,14-Mar,9633,9613,148,172,10,7,8056,82.79,83.8,10.12,8.7,3.23,18.49,8.39,1557,45.51
CLT,14-Apr,9387,9392,78,80,16,9,7961,83.04,84.76,10.61,8.37,3.5,18.16,8.68,1431,46.94
CLT,14-May,9477,9443,117,139,24,44,7882,79.71,83.47,13.37,10.26,4.31,17.75,9.4,1561,55.01
CLT,14-Jun,8827,8804,81,104,17,15,7120,77.26,80.87,13.97,11.13,3.93,18.95,9.99,1684,51.78
CLT,14-Jul,9078,9057,120,135,12,21,7154,76.15,78.99,15.17,12.77,4.42,18.77,10.13,1903,55.12
CLT,14-Aug,8967,8953,38,56,17,6,7580,83.04,84.66,10.1,9.06,3.2,18.22,9.23,1373,50.66
CLT,14-Sep,9081,9083,45,61,17,6,7777,86.29,85.62,7.89,8.26,3.91,19.16,9.07,1306,48.41
CLT,14-Oct,9704,9648,41,55,10,43,8335,86.27,86.39,8.29,7.37,3.82,18.76,8.95,1313,45.58
CLT,14-Nov,9112,9112,35,63,9,5,7701,85.43,84.51,8.33,7.94,3.61,18.04,8.96,1411,43.07
CLT,14-Dec,9502,9460,19,43,10,3,8048,86.46,85.07,7.2,7.48,3.62,18.29,9.11,1412,40.4
CLT,15-Jan,9206,9180,129,165,15,6,7680,84.69,83.66,8.59,8.69,3.87,18.19,8.63,1500,44.92
CLT,15-Feb,7809,7785,469,503,12,11,6282,81.16,80.69,11.43,12.04,3.88,18.77,8.86,1503,55.03
CLT,15-Mar,9258,9252,109,125,17,6,7704,83.6,83.27,9.9,9.35,3.86,19.09,9.25,1548,47.5
CLT,15-Apr,8823,8806,39,63,20,14,7430,83.93,84.37,9.67,8.72,3.88,19.57,9.97,1376,46.55
CLT,15-May,9167,9154,34,57,26,15,8017,86.24,87.58,8.12,7.39,2.98,19.35,9.66,1137,49.87
CLT,15-Jun,8932,8920,67,88,23,12,7288,77.38,81.7,15.47,11.41,4.09,20.78,10.77,1632,54.7
CLT,15-Jul,9305,9278,44,60,21,32,7699,78.77,82.98,13.19,10.3,3.72,20.48,9.98,1579,54.19
CLT,15-Aug,9133,9105,107,129,22,29,7626,78.98,83.76,14.58,10.95,3.91,20.55,10.5,1479,60.76
CLT,15-Sep,9063,9032,19,42,4,11,7846,86.1,86.87,9.03,7.84,3.7,20.16,9.57,1186,50.38
CLT,15-Oct,9537,9535,21,34,14,4,8439,87.76,88.51,7.17,6.25,2.64,19.99,9.28,1096,43.38
CLT,15-Nov,9151,9136,24,39,17,10,8092,88.56,88.57,6.84,7.01,2.73,20.1,9.18,1044,50.6
CLT,15-Dec,9205,9182,40,69,14,6,7515,80.4,81.84,12.07,10.45,3.8,19.49,9.62,1667,50.42
CLT,16-Jan,8615,8601,589,615,9,8,7292,84.48,84.78,9.49,9.48,3.29,19.74,9.19,1309,53.94
CLT,16-Feb,8577,8559,132,155,16,10,7272,84.96,84.96,10.12,9.58,4.28,20.25,9.5,1287,56.2
CLT,16-Mar,9309,9295,26,40,11,8,8217,87.37,88.4,7.41,6.81,2.89,19.2,9.3,1078,49.48
CLT,16-Apr,8987,8972,37,47,9,23,8031,88.81,89.51,7.14,6.18,3.16,19.3,9.23,941,48.57
CLT,16-May,9485,9443,27,45,12,34,8065,82.88,85.41,11.77,9.23,4.89,20.01,10.36,1378,55.31
CLT,16-Jun,9133,9128,44,62,26,20,7404,77.53,81.11,16.37,12.98,4.62,20.33,10.89,1724,62.61
CLT,16-Jul,9197,9179,155,167,29,34,7245,73.84,78.93,18.98,14.65,5.09,19.93,11.08,1934,64.27
CLT,16-Aug,9446,9418,84,92,21,26,7649,77.37,81.22,15.13,12.7,4.09,19.83,10.11,1769,61.91
CLT,16-Sep,9148,9122,25,46,10,13,7894,85.76,86.54,9.91,8.44,3.49,19.93,9.62,1228,54.83
CLT,16-Oct,9392,9401,71,72,6,3,8599,89.46,91.47,6.13,5.09,2.07,19.72,9.26,802,48.41
CLT,16-Nov,9048,9039,9,30,11,2,8168,90.45,90.36,5.27,5.49,2.39,19.76,8.98,871,47.2
CLT,16-Dec,8918,8901,50,76,12,1,7544,84.3,84.75,10.51,10.13,2.95,19.89,9.45,1357,58.44
CLT,17-Jan,8852,8837,154,180,19,7,7652,85.52,86.59,8.41,8.25,2.9,20.11,9.48,1185,53.35
CLT,17-Feb,8283,8272,83,92,3,3,7466,88.77,90.26,6.47,6.8,0,19.69,9.48,806,60.86
CLT,17-Mar,9573,9550,151,164,15,30,8092,84.1,84.73,10.16,9.83,3.73,20.44,10.05,1458,56.5
CLT,17-Apr,9355,9346,85,98,12,8,7705,80.2,82.44,13.92,12.56,0,20.16,10.2,1641,65.55
CLT,17-May,9857,9860,59,62,29,26,8294,83.1,84.12,11.4,10.1,4.1,20.38,10.64,1566,56.15
CLT,17-Jun,9367,9379,72,77,14,15,7727,78.73,82.39,14.45,12.11,3.76,21.08,11.48,1652,62.06
CLT,17-Jul,9537,9452,170,189,20,65,7447,73.85,78.79,19.22,15.11,5.78,21.01,11.85,2005,65.55
CLT,17-Aug,9747,9740,115,124,19,18,8177,81.24,83.95,11.84,10.04,3.59,20.83,10.71,1563,55.02
CLT,17-Sep,9081,9077,300,311,14,4,8032,88.38,88.49,7.3,7.26,3.2,20.26,10.17,1045,53.84
CLT,17-Oct,9757,9757,31,37,16,8,8554,86.29,87.67,8.96,8.13,2.98,20.09,10.18,1203,56.36
CLT,17-Nov,9147,9146,5,16,9,2,8321,90.1,90.98,5.86,5.89,1.87,20.49,9.64,825,55.18
CLT,17-Dec,9084,9066,45,62,15,6,7777,85.13,85.78,9.14,9.16,2.84,20.27,9.96,1289,57.32
CLT,18-Jan,18715,18680,959,1018,38,13,15695,82.43,84.02,11.58,11.06,2.99,21.47,11.77,2985,61.89
CLT,18-Feb,17698,17644,259,311,48,48,14621,82.27,82.87,12.55,12.54,3.53,20.5,11.85,3023,66.43
CLT,18-Mar,20028,19996,441,491,25,22,17092,83.53,85.48,10.15,9.07,2.95,20.38,11.84,2904,54.35
CLT,18-Apr,19972,19931,239,275,29,26,17271,84.74,86.65,10.06,9.16,2.81,20.95,11.96,2660,60.27
CLT,18-May,20676,20611,264,299,50,73,16941,78.04,82.19,15.59,12.83,3.85,20.51,12.42,3670,65.71
CLT,18-Jun,19205,19127,1371,1472,58,40,15248,74.14,79.72,18.96,16.21,3.18,19.74,12.69,3879,74.57
CLT,18-Jul,20603,20509,455,500,56,100,16343,73.81,79.69,19.3,15.47,3.67,20.17,12.96,4166,70.84
CLT,18-Aug,21151,21056,384,424,46,103,16909,75.78,80.3,17.82,14.46,4.48,20.47,13.57,4147,68.49
CLT,18-Sep,19727,19648,921,977,35,57,16682,82.62,84.9,11.43,10.26,3.62,20.28,12.62,2966,62.26
CLT,18-Oct,21257,21215,332,374,37,36,18633,85.08,87.83,9.5,8.74,2.55,19.97,12.45,2582,64.11
CLT,18-Nov,20380,20381,188,228,53,10,17145,83.39,84.12,10.32,10.6,3.08,20.24,12.18,3236,58.96
CLT,18-Dec,19374,19345,984,1014,43,38,16053,81.86,82.98,11.31,11.25,3.22,20.29,12.01,3292,59.5
CLT,19-Jan,20406,20414,320,358,47,8,17497,85.74,85.71,9.03,9.79,2.89,20.04,11.78,2917,60.88
CLT,19-Feb,18587,18551,377,449,71,36,15128,80.88,81.55,11.94,12.83,3.6,20.55,12.23,3423,63.5
Sub-Total for CLT,,2008289,2005288,30560,34188,3848,3284,1651211,82.21,82.34,11,10.39,4.02,19.42,8.39,354077,51.38
CVG,3-Jun,7367,7347,89,115,12,6,6217,86.86,84.62,7.71,8.55,3.81,16.54,6.11,1130,45.18
CVG,3-Jul,7653,7624,202,224,16,23,6255,84.99,82.04,9.86,11.42,4.76,16.59,6.12,1369,54.42
CVG,3-Aug,7773,7744,152,180,19,19,6192,84.19,79.96,9.6,12.15,5.42,17.46,6.72,1552,51.96
CVG,3-Sep,7610,7595,90,110,8,3,6783,90.16,89.31,5.53,5.8,3.44,16.07,6.24,812,41.63
CVG,3-Oct,7851,7823,56,84,9,8,6961,92.15,88.98,4.86,6.21,3.84,16.05,5.85,862,41.85
CVG,3-Nov,7657,7650,116,140,18,1,6604,88.52,86.33,6.56,7.3,3.43,16.36,6.1,1046,42.14
CVG,3-Dec,7856,7842,164,197,17,3,6234,81.24,79.5,10.68,11.09,3.93,19.32,6.47,1608,45.71
CVG,4-Jan,16725,16561,701,828,22,22,13103,81.15,79.12,10.84,12.4,4.04,19.4,25.63,3458,52.64
CVG,4-Feb,16065,15901,371,523,18,18,13488,85.7,84.82,7.56,8.42,2.86,16.74,20.72,2413,47.58
CVG,4-Mar,17440,17335,233,343,29,14,14961,87.45,86.31,7.16,7.93,2.63,16.09,21.9,2374,49.13
CVG,4-Apr,17082,17004,140,230,15,6,14961,87.77,87.99,6.56,6.6,2.49,16.55,13.6,2043,44.24
CVG,4-May,17483,17371,359,465,34,37,14330,82.66,82.49,10.51,10.98,3.34,16.8,11.56,3041,55.91
