Facility,Date,Actual_Departures,Actual_Arrivals,Departure_Cancellations,Arrival_Cancellations,Departure_Diversions,Actual_Diversions,On_Time_Arrivals,Perc_On_Time_Gate_Deps,Perc_On_Time_Gate_Arrs,Avg_Gate_Departure,Avg_Gate_Arrival,Avg_Block_Delay,Avg_Taxi_Out_Time,Avg_Taxi_In_Time,Delayed_Arrivals,Avg_Delay_per_Delayed
BOS,14-Jan,7549,7540,696,707,29,36,5715,77.84,75.8,17.02,17.82,3.4,20.27,6.52,1825,69
BOS,14-Feb,7112,7149,593,593,46,13,5578,79.64,78.02,14.09,13.84,2.84,22.21,6.75,1571,58.6
BOS,14-Mar,9096,9128,199,191,28,3,7531,85.03,82.5,8.81,9.79,2.31,19.68,6.53,1597,50.29
BOS,14-Apr,9292,9304,67,65,14,5,7760,85.82,83.4,8.79,10.03,2.17,18.79,6.68,1544,54.58
BOS,14-May,9354,9386,143,141,36,7,7487,82.78,79.77,11.58,13.39,2.71,18.27,6.74,1899,60.96
BOS,14-Jun,9492,9515,140,141,26,6,7236,81.37,76.05,11.77,14.91,2.89,18.99,6.78,2279,57.84
BOS,14-Jul,9879,9904,185,181,33,13,7252,77.49,73.22,15.74,17.98,3.57,21.41,6.69,2652,63.18
BOS,14-Aug,9852,9860,65,65,18,7,7876,83.74,79.88,10.02,12.08,2.88,19.49,6.89,1984,54.71
BOS,14-Sep,9011,9027,69,69,26,9,7739,88.81,85.73,7.09,8.47,2.9,18.22,6.87,1288,52.87
BOS,14-Oct,9582,9582,71,82,23,9,7419,83.45,77.43,10.43,14.32,4.55,19.38,6.42,2163,58.96
BOS,14-Nov,8959,8966,46,51,18,3,7364,86.08,82.13,8.67,10.5,2.49,20.09,6.11,1602,52.96
BOS,14-Dec,8793,8818,42,44,52,10,6906,82.78,78.32,9.94,11.39,3.73,18.88,6.5,1912,46.52
BOS,15-Jan,8172,8173,648,658,17,10,6203,81.07,75.9,11.97,13.76,3.82,22.51,6.62,1970,51.92
BOS,15-Feb,7198,7240,1145,1123,37,20,4501,67.77,62.17,22.76,26.09,7.08,26.66,8.24,2739,65.39
BOS,15-Mar,9678,9714,237,238,56,28,7482,80.29,77.02,12.75,15.21,3.83,21.43,6.58,2232,61.2
BOS,15-Apr,9902,9927,65,68,33,10,8032,84.51,80.91,9.61,11.15,3.13,19.03,6.74,1895,52.62
BOS,15-May,10141,10147,76,79,24,17,8269,84.55,81.49,10.81,12.26,2.55,18.66,6.78,1878,61.3
BOS,15-Jun,10366,10399,144,138,34,7,7911,79.76,76.07,13.97,15.88,2.56,18.84,7.37,2488,62.11
BOS,15-Jul,10716,10748,80,85,41,4,8392,80.4,78.08,13.06,14.2,2.62,19.88,7.23,2356,59.81
BOS,15-Aug,10594,10608,88,97,45,23,8209,80.22,77.38,13.52,15.11,3.14,20.41,7.27,2399,62.17
BOS,15-Sep,9660,9673,46,45,20,6,8051,87.29,83.23,8.09,10.18,2.88,18.58,7.46,1622,54.46
BOS,15-Oct,10091,10094,49,57,24,10,8623,87.15,85.43,7.88,9.16,2.39,18.39,6.92,1471,55.61
BOS,15-Nov,9384,9407,47,50,33,6,8037,88.33,85.44,7,8.58,2.11,18.02,6.61,1370,52.26
BOS,15-Dec,8993,9016,78,77,49,10,7190,80.25,79.75,15.66,14.31,2.42,19.17,7.03,1826,65.5
BOS,16-Jan,8791,8817,276,274,21,9,7216,84.44,81.84,10.54,11.36,2.65,18.91,6.66,1601,56.68
BOS,16-Feb,8431,8458,334,328,31,10,6536,80.24,77.28,17.74,17.83,4.24,20.34,7.41,1922,74.01
BOS,16-Mar,9808,9849,84,73,35,5,8125,85.31,82.5,9.85,10.96,2.28,18.62,6.93,1724,57.02
BOS,16-Apr,9770,9762,109,114,14,21,7899,84.1,80.92,11.18,13.01,3.54,18.75,7.38,1863,62.72
BOS,16-May,10601,10612,30,35,22,4,8752,85.4,82.47,8.53,10.5,2.56,17.75,7.3,1860,54.05
BOS,16-Jun,10755,10771,81,83,30,11,8333,81.52,77.37,11.84,14.46,3.03,19.53,7.15,2438,59.05
BOS,16-Jul,10895,10915,197,206,53,21,7857,74.86,71.98,19.09,19.83,3.85,19.78,7.5,3058,67.02
BOS,16-Aug,11063,11098,121,119,34,5,8475,79.77,76.37,14.85,16.21,3.1,19.35,7.46,2623,64.34
BOS,16-Sep,10017,10019,51,59,16,5,7595,82.34,75.81,11.33,14.83,4.24,18.5,7.43,2424,56.71
BOS,16-Oct,10352,10343,102,105,19,18,8364,83.34,80.87,10.01,11.24,3.24,18.69,7.17,1979,53.3
BOS,16-Nov,9712,9718,21,20,15,5,8002,85.62,82.34,8.22,9.49,3.85,18.26,6.67,1716,46.48
BOS,16-Dec,9193,9244,97,107,79,10,7448,80.97,80.57,13.62,13.15,1.99,19.91,6.71,1796,63.23
BOS,17-Jan,9209,9277,176,169,71,9,7412,82.66,79.9,12.65,13.53,3.05,18.88,6.87,1865,61.87
BOS,17-Feb,8201,8248,553,553,49,10,6691,81.34,81.12,12.5,11.92,0,21.37,6.83,1557,57.49
BOS,17-Mar,10099,10111,478,468,19,9,7770,78.83,76.85,15.52,15.5,4.06,20.58,7.48,2341,62.06
BOS,17-Apr,10365,10377,145,154,27,10,7900,78.87,76.13,16.72,17.49,0,18.58,7.5,2477,69.14
BOS,17-May,10852,10864,178,181,21,8,7450,73.3,68.58,21.67,25,3.34,18.78,7.17,3414,77.1
BOS,17-Jun,10700,10708,270,279,36,18,6592,67.91,61.56,27.12,31.88,4.44,21.7,7.28,4116,80.8
BOS,17-Jul,10913,10933,173,187,39,10,7717,73.42,70.58,20.91,23.73,3.68,19.79,7.66,3216,77.81
BOS,17-Aug,11097,11125,191,193,39,11,8683,80.82,78.05,14.12,15.67,2.69,20.48,7.45,2442,67.62
BOS,17-Sep,10059,10049,287,295,19,13,7704,82.39,76.66,12.52,16.21,3.87,19.19,7.32,2345,66.07
BOS,17-Oct,10875,10884,90,89,23,6,8824,83.78,81.07,11.24,12.38,2.67,19.15,6.94,2060,61.04
BOS,17-Nov,10140,10178,29,30,35,1,8959,88.22,88.02,6.95,6.75,1.91,18.31,6.86,1219,49.73
BOS,17-Dec,9877,9886,95,90,26,19,7928,79.78,80.19,16.66,14.75,3.32,21.29,7.73,1958,69.98
BOS,18-Jan,10483,10492,801,805,24,9,7886,75.99,75.16,18.67,18.42,4.02,21.23,8.02,2606,70.4
BOS,18-Feb,10220,10265,203,208,59,6,8754,84.97,85.28,9.6,9.45,1.84,20.14,7.24,1511,59.26
BOS,18-Mar,11109,11160,1350,1307,16,7,8761,77.63,78.5,14.35,14.35,3.05,19.48,8.17,2399,61.54
BOS,18-Apr,12573,12606,163,167,42,13,9444,75.63,74.92,17.91,18.33,3.37,20.27,8.07,3162,69.25
BOS,18-May,13003,13015,150,147,31,20,10137,77.61,77.89,15.01,14.87,3.11,19.56,8.49,2878,62.7
BOS,18-Jun,13043,13065,143,147,32,7,9985,78.03,76.43,15.45,16.97,3.2,20.33,8.27,3080,67.62
BOS,18-Jul,13122,13144,303,301,33,10,9392,76.05,71.45,18.94,22.06,4.18,20.7,8.43,3752,73.51
BOS,18-Aug,13292,13288,427,443,43,32,9160,74.49,68.93,22.41,25.65,5.37,21.72,8.62,4128,79.24
BOS,18-Sep,12217,12230,160,153,22,19,9198,80.45,75.21,14.42,17.19,4.1,19.14,8.39,3032,66.01
BOS,18-Oct,13060,13069,103,113,38,12,10026,80.7,76.72,14.14,17.11,3.5,20.97,7.87,3043,69.47
BOS,18-Nov,12065,12073,125,136,31,7,8949,77.68,74.12,16.67,18.35,3.76,19.56,8.24,3124,67.14
BOS,18-Dec,11771,11781,55,56,23,12,9493,82.9,80.58,11.79,13.5,3.05,18.84,7.34,2288,64.37
BOS,19-Jan,10911,10940,728,700,24,22,8200,77.48,74.95,21.77,25.15,4.76,20.77,8.31,2740,96.79
BOS,19-Feb,10369,10439,283,279,64,3,7770,76.44,74.43,19.61,21.17,3.16,21.25,8.03,2669,79.68
Sub-Total for BOS,,1849450,1852461,47799,47551,5021,2209,1435041,81.73,77.47,12.46,14.67,4.08,19.51,7.26,417420,59.98
BWI,3-Jun,8249,8243,32,29,10,15,6998,85.44,84.9,8.35,9.17,2.74,13.01,5.21,1245,51.79
BWI,3-Jul,8543,8534,60,57,9,20,6855,81.55,80.33,12.08,13.11,3.56,13.73,5.56,1679,59.65
BWI,3-Aug,8553,8529,63,66,17,41,6598,79.28,77.36,13.35,14.12,4.54,13.63,5.65,1931,55.8
BWI,3-Sep,7959,7961,243,205,14,43,7031,89.56,88.32,5.48,6.54,2.66,12.17,4.87,930,45.67
BWI,3-Oct,8561,8563,50,42,6,13,7513,86.95,87.74,6.49,6.56,2.33,11.93,4.95,1050,42.53
BWI,3-Nov,8011,8007,42,40,15,17,6905,85.3,86.24,7.72,7.76,2.66,12.56,5.09,1102,45.72
BWI,3-Dec,8402,8408,136,125,8,15,6756,80.15,80.35,10.4,10.9,3.48,13.93,5.15,1652,46.85
BWI,4-Jan,8388,8407,232,206,15,19,6875,82.18,81.78,9.32,9.82,3.17,14.65,5.59,1532,45.93
BWI,4-Feb,8136,8148,80,60,3,8,6855,83.62,84.13,7.88,8.39,2.54,12.15,5.38,1293,43.18
BWI,4-Mar,8839,8852,49,45,9,1,7411,82.59,83.72,8.07,8.49,2.49,11.54,5.16,1441,42.48
BWI,4-Apr,8654,8666,29,20,6,4,7218,81.63,83.29,8.66,8.72,2.5,12.2,4.84,1448,42.65
BWI,4-May,8821,8816,60,49,23,37,6779,77.01,76.89,13.46,14.14,3.81,13.47,5.49,2037,54.9
BWI,4-Jun,8803,8823,55,46,23,13,6829,77.18,77.4,13.84,14.87,3.56,13.07,5.32,1994,59.84
BWI,4-Jul,9062,9042,92,90,22,50,6933,76.2,76.68,15.67,15.96,3.76,13.59,5.34,2109,62.45
BWI,4-Aug,9136,9120,99,100,14,25,7308,80.24,80.13,11.56,12.29,3.11,12.57,5.09,1812,54.58
BWI,4-Sep,8449,8461,252,250,15,4,7449,88.2,88.04,6.35,6.98,2.24,12,4.77,1012,47.52
BWI,4-Oct,9079,9084,54,51,6,3,7952,87.6,87.54,5.89,6.38,2.01,12.07,4.97,1132,39.75
BWI,4-Nov,8509,8536,58,51,5,2,7222,85.12,84.61,7.49,8.36,2.07,11.78,4.97,1314,44.49
BWI,4-Dec,8834,8836,126,125,21,10,6892,76.75,78,12.57,12.64,2.92,12.1,5.55,1944,50.04
BWI,5-Jan,8451,8452,327,320,20,29,6514,76.45,77.07,12.94,13.43,3.46,13.63,5.17,1938,51.47
BWI,5-Feb,8054,8065,106,96,8,8,6631,82.72,82.22,8.96,10.16,2.93,13.37,5.19,1434,49.09
BWI,5-Mar,9077,9081,119,115,5,5,7377,80.72,81.24,10.92,11.77,2.61,12.14,5.13,1704,54.71
BWI,5-Apr,8835,8848,62,56,9,3,7720,87.31,87.25,6.73,7.14,2.19,11.67,4.81,1128,45.16
BWI,5-May,9195,9202,52,43,7,3,8044,85.84,87.42,6.91,6.9,1.84,11.58,4.77,1158,44.44
BWI,5-Jun,8853,8840,129,113,15,37,6756,75.21,76.43,15.9,15.6,3.44,13.28,4.91,2084,60.3
BWI,5-Jul,9060,9062,115,109,26,23,6469,71.89,71.39,18.28,19.52,4.07,13.52,5.33,2593,63.52
BWI,5-Aug,9093,9108,101,87,20,18,7100,77.31,77.95,12.87,13.06,2.4,12.59,4.88,2008,53.39
BWI,5-Sep,8497,8502,84,86,9,6,7493,86.77,88.13,6.54,6.53,1.48,11.72,4.55,1009,45.23
BWI,5-Oct,8856,8898,134,121,8,3,7470,81.5,83.95,8.91,8.5,1.96,11.83,4.75,1428,44.34
BWI,5-Nov,8487,8491,60,51,13,11,7148,80.84,84.18,9.66,8.95,2.12,11.93,4.78,1343,47.69
BWI,5-Dec,8771,8780,118,116,13,4,6936,76.42,79,11.64,11.38,2.44,12.32,4.73,1844,46.99
BWI,6-Jan,8747,8746,115,103,14,22,7334,81.71,83.86,9.82,9.19,2.19,11.77,4.59,1412,49.12
BWI,6-Feb,7725,7731,171,178,16,7,6450,80.41,83.43,9.73,9.24,1.87,11.75,4.71,1281,47.83
BWI,6-Mar,8859,8863,36,33,7,4,7440,81.8,83.94,8.87,8.89,1.9,11.43,4.58,1423,46.51
BWI,6-Apr,8617,8628,49,40,17,13,7208,81.17,83.54,9.96,9.78,2.07,11.93,4.58,1420,51.11
BWI,6-May,8960,8958,57,51,9,15,7237,78.43,80.79,10.92,10.68,2.1,12.25,4.69,1721,48.15
BWI,6-Jun,8966,8953,100,92,19,41,6371,70.05,71.16,20.76,19.71,3.76,13.82,5.21,2582,63.28
BWI,6-Jul,9260,9262,93,89,14,18,6943,74.25,74.96,15.75,16.12,2.91,12.53,4.64,2319,58.48
BWI,6-Aug,9399,9404,102,89,16,22,7623,80.26,81.06,11.42,10.94,2.24,12.25,4.53,1781,51.63
BWI,6-Sep,8854,8878,88,79,19,7,7420,82.67,83.58,10.33,10,2.2,12.5,4.56,1458,54.14
BWI,6-Oct,9337,9355,95,85,10,1,7773,82.29,83.09,9.51,9.32,2.22,12.57,4.62,1582,46.98
BWI,6-Nov,8813,8817,73,67,11,13,7151,81.47,81.1,10.72,10.56,2.67,12.4,4.65,1666,48.09
BWI,6-Dec,8755,8752,148,151,13,9,7086,79.92,80.96,11.12,10.86,1.98,11.99,4.71,1666,50.38
BWI,7-Jan,8735,8748,114,106,11,0,7359,84.89,84.12,7.99,8.14,2.18,12.33,4.68,1389,44.09
BWI,7-Feb,7554,7583,445,404,18,21,5890,78.16,77.67,13.56,12.58,2.56,13.14,4.97,1693,50.5
BWI,7-Mar,8829,8832,242,227,6,16,6959,78.38,78.79,12.45,12.15,2.58,12.5,4.77,1873,50.25
BWI,7-Apr,8775,8787,91,80,7,4,7203,80.54,81.97,10.42,9.58,2.17,12.06,4.74,1584,45.78
BWI,7-May,9228,9247,52,43,20,10,7386,79.15,79.87,11.35,11.42,3.23,12.43,4.92,1861,49.34
BWI,7-Jun,9137,9132,157,137,19,38,6411,67.9,70.2,22.4,20.7,4.18,14.26,5.74,2721,64.48
BWI,7-Jul,9527,9532,144,135,21,22,6589,68.44,69.13,21.58,20.78,3.56,14.23,5.74,2943,62.79
BWI,7-Aug,9622,9626,143,125,16,26,7145,71.72,74.23,18.51,17.39,3.24,14.13,5.49,2481,61.82
BWI,7-Sep,9034,9035,46,45,9,7,7812,85.91,86.46,7.52,7.48,2.12,12.11,5.02,1223,45.01
BWI,7-Oct,9336,9342,66,57,3,6,7765,82.48,83.12,9.83,9.49,2.52,12.51,4.89,1577,46.93
BWI,7-Nov,8898,8907,43,37,6,8,7591,85.22,85.23,7.94,7.85,2.08,11.88,5.06,1316,43.83
BWI,7-Dec,8839,8848,216,218,18,4,6727,74.04,76.03,14.21,13.43,3,13.08,5.32,2121,49.82
BWI,8-Jan,8789,8793,86,90,8,6,7143,80.96,81.24,10.54,10.6,2.78,12.23,5.13,1650,49.09
BWI,8-Feb,8016,8042,177,163,24,9,6002,75.17,74.63,14.1,15.16,2.97,12.82,5.27,2040,53.93
BWI,8-Mar,8729,8766,98,91,33,1,6706,77.63,76.5,12.9,13.4,2.49,12.26,5.09,2060,50.76
BWI,8-Apr,8552,8547,52,50,11,14,7062,81.81,82.63,10.12,9.68,2.67,12.31,4.98,1485,47.2
BWI,8-May,8937,8950,32,28,15,10,7788,86.37,87.02,8.23,8,1.84,11.89,5.09,1162,52.6
BWI,8-Jun,8878,8874,84,79,27,32,6576,73.52,74.1,20.57,19.56,3.47,14.34,5.74,2298,71.04
BWI,8-Jul,9155,9155,126,125,22,23,7017,77.23,76.65,18.77,18.7,3.09,12.62,5.61,2138,75.66
BWI,8-Aug,9016,9022,72,71,15,9,7404,80.94,82.07,12.18,11.06,2.05,12.83,5.34,1618,55.8
BWI,8-Sep,8194,8196,78,72,7,9,7284,88.67,88.87,6.44,5.74,2.08,11.89,5.07,912,41.06
BWI,8-Oct,8471,8470,17,14,8,7,7623,88.8,90,5.98,5.11,1.62,11.09,4.96,847,39.73
BWI,8-Nov,8067,8084,30,25,9,3,7040,87.57,87.09,7.41,7.32,2.24,11.72,5.02,1044,47.03
BWI,8-Dec,8062,8077,150,156,27,5,5935,72.29,73.48,16.41,16.13,3.1,12.16,5.55,2142,55.17
BWI,9-Jan,7890,7898,129,127,18,11,6462,80.15,81.82,10.71,10.03,2.8,13.13,5.32,1436,47.58
BWI,9-Feb,7255,7257,54,56,4,2,6498,88.24,89.54,6.41,5.74,1.84,11.87,5.1,759,44.93
BWI,9-Mar,8461,8477,148,142,17,7,7225,83.29,85.23,9.38,8.4,2.23,12.57,5.15,1252,48.35
BWI,9-Apr,8431,8451,47,42,25,12,7133,82.72,84.4,10.41,9.29,2.47,13.06,5.27,1318,51.7
BWI,9-May,8773,8802,49,35,23,10,7377,81.03,83.81,10.93,9.58,2.52,13.62,5.45,1425,51.56
BWI,9-Jun,8802,8784,82,83,27,43,6851,75.21,77.99,17.02,14.88,3.85,14.94,5.79,1933,61.81
BWI,9-Jul,9089,9094,54,53,28,24,7201,75.57,79.18,15.21,12.79,3.03,14.41,6.29,1893,55.42
BWI,9-Aug,8855,8855,45,37,19,24,7019,75.53,79.27,16.13,13.33,3.24,14.6,6.47,1836,58
BWI,9-Sep,8100,8111,19,14,10,7,7255,86.01,89.45,7.46,6.01,1.7,12.45,5.42,856,45.26
BWI,9-Oct,8450,8449,27,28,10,7,7268,80.66,86.02,9.94,7.33,1.57,12.63,5.56,1181,43.46
BWI,9-Nov,8047,8052,23,21,5,1,7176,86.24,89.12,6.86,5.79,1.57,12.35,5.47,876,42.76
BWI,9-Dec,7880,7908,365,332,20,24,6055,71.12,76.57,16.76,14.5,2.34,13.77,6.14,1853,56.72
BWI,10-Jan,7806,7812,110,117,17,6,6263,77.7,80.17,11.58,9.98,2.66,12.89,5.78,1549,43.74
BWI,10-Feb,5909,5935,1425,1352,10,34,4693,76.48,79.07,13.69,12.77,2.82,13.03,6.06,1242,54.37
BWI,10-Mar,8565,8572,72,76,18,7,6804,74.75,79.37,13.82,11.3,2.75,12.48,5.49,1768,47.58
BWI,10-Apr,8576,8558,25,19,13,37,7443,84.01,86.97,8.99,7.33,2.45,12.65,5.33,1115,48.12
BWI,10-May,9095,9099,42,39,15,16,7520,79.16,82.65,11.9,10.39,2.43,13.23,5.47,1579,52.68
BWI,10-Jun,9433,9440,80,75,20,23,7312,72.69,77.46,17.37,14.49,3.06,14.09,6.46,2128,58.88
BWI,10-Jul,9695,9688,84,75,33,48,7379,70.99,76.17,18.44,15.29,3.99,14.18,6.8,2309,58.64
BWI,10-Aug,9603,9609,48,42,17,16,7856,76.16,81.76,13.82,11.43,2.78,13.54,6.22,1753,55.6
BWI,10-Sep,8703,8714,54,54,19,6,7724,86.32,88.64,7.54,6.06,1.98,12.26,5.72,990,43.75
BWI,10-Oct,9047,9061,28,23,11,6,7669,79.02,84.64,10.35,8.22,1.84,12.1,5.83,1392,43.95
BWI,10-Nov,8404,8407,32,33,10,7,7216,81.32,85.83,9.13,7.23,1.94,12.16,5.7,1191,40.78
BWI,10-Dec,8263,8259,282,275,20,23,6303,67.71,76.32,16.19,12.32,3.07,12.81,6.25,1956,44.8
BWI,11-Jan,7707,7712,364,362,15,17,6113,72.4,79.27,14.02,10.77,2.39,13.43,5.87,1599,45.51
BWI,11-Feb,7130,7152,271,250,9,5,6003,78.98,83.93,11.59,9.81,2.45,12.52,5.8,1149,53.47
BWI,11-Mar,8867,8870,41,40,12,11,7519,81.04,84.77,11.27,9.37,2.13,12.17,5.42,1351,53.78
BWI,11-Apr,8767,8756,109,101,19,33,6901,73.14,78.81,16.53,13.81,3.76,13.35,5.98,1855,59.12
BWI,11-May,9221,9241,67,61,18,5,7366,73.14,79.71,15.73,13.03,2.59,13.5,5.62,1875,57.53
BWI,11-Jun,9319,9330,64,58,24,19,7598,78.56,81.44,14.1,11.68,2.34,13.52,5.84,1732,56.89
BWI,11-Jul,9517,9507,85,73,23,45,7615,77.61,80.1,15.56,13.84,3.35,13.63,5.99,1892,63.84
BWI,11-Aug,8974,8950,412,353,19,101,7111,74.38,79.45,19.02,15.69,4.34,13.64,6.46,1839,70.71
BWI,11-Sep,8333,8311,77,50,12,60,6795,79.08,81.76,13.1,11.91,3.63,13.57,5.9,1516,58.37
BWI,11-Oct,8788,8795,29,31,8,4,7616,81.85,86.59,9.42,7.29,2.09,12.55,5.57,1179,45.05
BWI,11-Nov,8036,8035,24,22,9,6,7296,88.07,90.8,6.99,5.12,1.4,12.04,5.57,739,44.8
BWI,11-Dec,8176,8190,24,17,9,4,7462,88.71,91.11,6.32,4.91,1.19,11.82,5.48,728,46.35
BWI,12-Jan,7811,7803,64,57,8,23,6916,86.66,88.63,7.57,6.37,2.3,12.47,5.57,887,47.35
BWI,12-Feb,7624,7626,45,47,6,5,7041,90.01,92.33,5.5,4.26,1.28,12.24,5.3,585,45.57
BWI,12-Mar,8708,8726,26,29,21,4,7569,83.98,86.74,8.61,7.53,1.81,12.23,5.15,1157,47.63
BWI,12-Apr,8739,8745,35,32,9,4,7911,86.75,90.46,7.5,5.83,1.28,11.77,5.11,834,50.32
BWI,12-May,9067,9081,48,43,17,13,7457,76.39,82.12,13.02,9.94,2.74,12.64,5.95,1624,48.07
BWI,12-Jun,9085,9089,67,68,19,17,7392,76.46,81.33,15.1,12.78,2.97,12.62,6.17,1697,61.46
BWI,12-Jul,9315,9310,106,100,18,20,7037,68.88,75.59,20.56,17.41,3.6,13.46,6.41,2273,65.58
BWI,12-Aug,8916,8908,82,72,10,29,6947,71.98,77.99,17.58,14.78,3.4,13.85,6.63,1961,61.1
BWI,12-Sep,8224,8208,44,38,7,26,6673,80.86,81.3,12,11.79,3.71,14.29,5.79,1535,56.55
BWI,12-Oct,8183,8198,649,625,13,25,6586,76.67,80.34,11.94,10.29,3.56,14.46,5.67,1612,44.25
BWI,12-Nov,8136,8129,28,23,11,26,6691,79.26,82.31,11.73,10.19,3.5,13.69,5.6,1438,48.62
BWI,12-Dec,7859,7824,317,266,12,104,6057,71.74,77.42,17.44,14.36,3.5,13.36,6.32,1767,57.87
BWI,13-Jan,7758,7764,53,43,8,4,6705,84.31,86.36,8.81,7.59,2.07,13.43,5.63,1059,47.65
BWI,13-Feb,7146,7144,149,155,6,6,6071,83.6,84.98,8.65,7.96,2.24,13.43,5.37,1073,45.04
BWI,13-Mar,8511,8514,164,164,10,7,7046,79.39,82.76,11.92,10.16,2.25,13.2,5.66,1468,51.38
